event_name,venue,start_date,start_time,end_time,type,estimate_attendence,source_url,attendance_source_url
"TRIỂN LÃM ""NGÀN NĂM DI SẢN""","Nhà Thái Học, Di tích Quốc gia đặc biệt Văn Miếu - Quốc Tử Giám",08/08/26,16:00,16:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/%5BS%E1%BA%AEP-DI%E1%BB%84N-RA%5D-TRI%E1%BB%82N-L%C3%83M-%22NG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%22,
'GIỮA MỘT VẠN TOUR' - PHÙNG KHÁNH LINH | CHAPTER 3: LIVE EXPERIENCE IN HÀ NỘI,TRUNG TÂM HỘI NGHỊ QUỐC GIA,08/08/26,19:00,22:00,concert,4000,https://ticketbox.vn/giua-mot-van-tour-phung-khanh-linh-n3-26060,https://dantri.com.vn/giai-tri/phung-khanh-linh-tung-hoai-nghi-ban-than-den-tuoi-32-khong-con-co-don-20260809110450885.htm
Lễ hội 'Tự hào đặc sản Việt',"hệ thống GO!, Tops Market và Mini Go! trên toàn quốc, khai mạc tại Đại siêu thị GO! Thăng Long, Hà Nội",08/09/26,00:00,23:59,festival,,https://lehoivietnam.com.vn/vi/su-kien/6471-e6471-le-hoi-tu-hao-dac-san-viet-proud-of-vietnamese-specialities-festival,
PHÁT ĐỘNG CUỘC THI “950 NÉT CHỮ”,Văn Miếu – Quốc Tử Giám,08/09/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/PH%C3%81T-%C4%90%E1%BB%98NG-CU%E1%BB%98C-THI-%E2%80%9C950-N%C3%89T-CH%E1%BB%AE%E2%80%9D,
KHAI MẠC TRIỂN LÃM “NGÀN NĂM DI SẢN” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,"Nhà Tiền Đường, khu Thái Học, di tích Văn Miếu – Quốc Tử Giám",08/09/26,16:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CNG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
LCK Roadshow 2026,"Trung tâm Triển lãm Việt Nam - VEC, Hà Nội",09/05/26,00:00,23:59,festival,,https://lehoivietnam.com.vn/vi/su-kien/5262-e5262-lck-roadshow-2026,https://tdtt.gov.vn/diem-bao/id/94521/diem-tin-hoat-dong-tdtt-ngay-08-05-2026
"Triển lãm ""Trời, non, nước | Allusive Panorama""","Nhà Thái Học, Văn Miếu - Quốc Tử Giám, Hà Nội",09/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/4228-e4228-trien-lam-troi-non-nuoc,
Triển lãm mỹ thuật “Giai điệu Thống nhất” và “Việt Nam quê hương tôi”,"tầng 1, tòa nhà 47 Hàng Dầu, Sở Văn hóa và Thể thao Hà Nội, thành phố Hà Nội",09/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5142-e5142-trien-lam-my-thuat-giai-dieu-thong-nhat,
Triển lãm ảnh tư liệu “Âm vang ngày mới”,"Khu di sản Hoàng thành Thăng Long, số 19 Hoàng Diệu, Ba Đình, Hà Nội",09/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5157-e5157-trien-lam-anh-tu-lieu-am-vang-ngay-moi,
HBAShow: Phai Dấu Cuộc Tình - Quang Vinh,Sân khấu SOL8 LIVE STAGE,09/05/26,20:00,23:00,concert,,https://ticketbox.vn/hbashow-phai-dau-cuoc-tinh-quang-vinh-25823,
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",09/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
"Triển lãm “AS ABOVE, SO BELOW | NHƯ TRÊN, NHƯ DƯỚI”","tại Trung tâm Nghệ thuật đương đại Vincom (VCCA), B1-R3 Vincom Mega Mall Royal City, 72A Nguyễn Trãi, phường Thanh Xuân, Hà Nội.",09/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5509-e5509-trien-lam-as-above-so-below-nhu-tren-nhu-duoi,
LÃNH ĐẠO CÁC THÀNH PHỐ ASEAN ĐẾN THĂM DI TÍCH VĂN MIẾU - QUỐC TỬ GIÁM,Văn Miếu - Quốc Tử Giám,09/06/26,08:00,17:00,official_or_diplomatic,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Asean-city-leaders-visit-V%C4%83n-Mi%E1%BA%BFu-Qu%E1%BB%91c-T%E1%BB%AD-Gi%C3%A1m-heritage-site,
"Triển lãm ""Sĩ tử 3 - Chuyện sĩ tử"" - 950 câu chuyện học tập trong không gian di sản Văn Miếu - Quốc Tử Giám",Văn Miếu - Quốc Tử Giám,09/06/26,08:00,18:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Exhibition-%22S%C4%A9-T%E1%BB%AD-3-Chuy%E1%BB%87n-S%C4%A9-T%E1%BB%AD%22-950-learning-stories-in-the-heritage-space-of-V%C4%83n-Mi%E1%BA%BFu-Qu%E1%BB%91c-T%E1%BB%AD-Gi%C3%A1m,
Triển lãm tương tác “Bức tường An ninh mạng”,"Phố đi bộ Hồ Gươm (phố Đinh Tiên Hoàng, phường Hoàn Kiếm, Hà Nội)",09/07/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/6071-e6071-trien-lam-buc-tuong-an-ninh-mang,
Tổ quốc bình yên,"Phố đi bộ Hồ Gươm, quận Hoàn Kiếm, Hà Nội",09/07/26,00:00,23:59,festival,,https://lehoivietnam.com.vn/vi/su-kien/6072-e6072-to-quoc-binh-yen,
"""Những chiếc cổng"" - Cuộc đối thoại giữa quá khứ và hiện tại",Văn Miếu - Quốc Tử Giám,09/07/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%22Nh%E1%BB%AFng-chi%E1%BA%BFc-c%E1%BB%95ng%22-Cu%E1%BB%99c-%C4%91%E1%BB%91i-tho%E1%BA%A1i-gi%E1%BB%AFa-qu%C3%A1-kh%E1%BB%A9-v%C3%A0-hi%E1%BB%87n-t%E1%BA%A1i,
KHAI MẠC TRIỂN LÃM “QUỐC TỬ GIÁM TRONG NGHỆ THUẬT” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,Văn Miếu - Quốc Tử Giám,09/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CQU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-TRONG-NGH%E1%BB%86-THU%E1%BA%ACT%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
VĂN MIẾU - QUỐC TỬ GIÁM NHỮNG NĂM 1975 QUA NÉT CỌ CỦA HỌA SĨ TRỊNH HỮU NGỌC,Văn Miếu - Quốc Tử Giám,09/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-NH%E1%BB%AENG-N%C4%82M-1975-QUA-N%C3%89T-C%E1%BB%8C-C%E1%BB%A6A-H%E1%BB%8CA-S%C4%A8-TR%E1%BB%8ANH-H%E1%BB%AEU-NG%E1%BB%8CC,
VĂN MIẾU – QUỐC TỬ GIÁM QUA NÉT VẼ CỦA HAI  HỌA SĨ QUỐC TẾ,,09/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-QUA-N%C3%89T-V%E1%BA%BC-C%E1%BB%A6A-HAI-H%E1%BB%8CA-S%C4%A8-QU%E1%BB%90C-T%E1%BA%BE,
“DẤU XƯA VĂN MIẾU – QUỐC TỬ GIÁM QUA NÉT CỌ CỦA CÁC HỌA SĨ PHÁP”,"Tiền Đường, khu Thái Học, Văn Miếu - Quốc Tử Giám",09/07/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%E2%80%9CD%E1%BA%A4U-X%C6%AFA-V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-QUA-N%C3%89T-C%E1%BB%8C-C%E1%BB%A6A-C%C3%81C-H%E1%BB%8CA-S%C4%A8-PH%C3%81P%E2%80%9D,
"Hội chợ Xúc tiến thương mại nông nghiệp, sản phẩm OCOP Hà Nội","AEON MALL Hà Đông, Hà Nội",09/08/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/6335-e6335-hoi-cho-xuc-tien-thuong-mai-nong-nghiep-san-pham-ocop-ha-noi-2026,
KHAI MẠC TRIỂN LÃM “NGÀN NĂM DI SẢN” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,"Nhà Tiền Đường, khu Thái Học, di tích Văn Miếu – Quốc Tử Giám",09/08/26,16:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CNG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
'GIỮA MỘT VẠN TOUR' - PHÙNG KHÁNH LINH | CHAPTER 4: LIVE EXPERIENCE IN HÀ NỘI,TRUNG TÂM HỘI NGHỊ QUỐC GIA,09/08/26,19:00,22:00,concert,,https://ticketbox.vn/giua-mot-van-tour-phung-khanh-linh-n4-26205,
Hội chợ triển lãm sản phẩm công nghiệp Hà Nội 2026,"Trung tâm Triển lãm Việt Nam (VEC), huyện Đông Anh, Hà Nội",09/09/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/6203-e6203-hoi-cho-trien-lam-san-pham-cong-nghiep-ha-noi,
Lễ hội 'Tự hào đặc sản Việt',"hệ thống GO!, Tops Market và Mini Go! trên toàn quốc, khai mạc tại Đại siêu thị GO! Thăng Long, Hà Nội",09/09/26,00:00,23:59,festival,,https://lehoivietnam.com.vn/vi/su-kien/6471-e6471-le-hoi-tu-hao-dac-san-viet-proud-of-vietnamese-specialities-festival,
"Triển lãm Quốc tế PCCC, CNCH và Thiết bị An ninh (Secutech Vietnam) 2026","Cung Văn hóa Lao động Hữu nghị Việt Xô, Hà Nội",09/09/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/6584-e6584-trien-lam-quoc-te-ve-ky-thuat-phuong-tien-phong-chay-chua-chay-cuu-nan-cuu-ho-va-thiet-bi-an-ninh-an-toan-bao-ve-nam-2026,
PHÁT ĐỘNG CUỘC THI “950 NÉT CHỮ”,Văn Miếu – Quốc Tử Giám,09/09/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/PH%C3%81T-%C4%90%E1%BB%98NG-CU%E1%BB%98C-THI-%E2%80%9C950-N%C3%89T-CH%E1%BB%AE%E2%80%9D,
KHAI MẠC TRIỂN LÃM “NGÀN NĂM DI SẢN” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,"Nhà Tiền Đường, khu Thái Học, di tích Văn Miếu – Quốc Tử Giám",09/09/26,16:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CNG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
LCK Roadshow 2026,"Trung tâm Triển lãm Việt Nam - VEC, Hà Nội",10/05/26,00:00,23:59,festival,,https://lehoivietnam.com.vn/vi/su-kien/5262-e5262-lck-roadshow-2026,https://tdtt.gov.vn/diem-bao/id/94521/diem-tin-hoat-dong-tdtt-ngay-08-05-2026
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",10/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
"Triển lãm ""Trời, non, nước | Allusive Panorama""","Nhà Thái Học, Văn Miếu - Quốc Tử Giám, Hà Nội",10/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/4228-e4228-trien-lam-troi-non-nuoc,
Triển lãm mỹ thuật “Giai điệu Thống nhất” và “Việt Nam quê hương tôi”,"tầng 1, tòa nhà 47 Hàng Dầu, Sở Văn hóa và Thể thao Hà Nội, thành phố Hà Nội",10/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5142-e5142-trien-lam-my-thuat-giai-dieu-thong-nhat,
Triển lãm ảnh tư liệu “Âm vang ngày mới”,"Khu di sản Hoàng thành Thăng Long, số 19 Hoàng Diệu, Ba Đình, Hà Nội",10/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5157-e5157-trien-lam-anh-tu-lieu-am-vang-ngay-moi,
Công an Hà Nội vs Thép Xanh Nam Định,SVĐ Hàng Đẫy,10/05/26,19:15,21:15,football,16900,https://vpf.vn/match/cong-an-ha-noi-vs-thep-xanh-nam-dinh-4/,
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",10/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
"Triển lãm “AS ABOVE, SO BELOW | NHƯ TRÊN, NHƯ DƯỚI”","tại Trung tâm Nghệ thuật đương đại Vincom (VCCA), B1-R3 Vincom Mega Mall Royal City, 72A Nguyễn Trãi, phường Thanh Xuân, Hà Nội.",10/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5509-e5509-trien-lam-as-above-so-below-nhu-tren-nhu-duoi,
"Triển lãm ""Sĩ tử 3 - Chuyện sĩ tử"" - 950 câu chuyện học tập trong không gian di sản Văn Miếu - Quốc Tử Giám",Văn Miếu - Quốc Tử Giám,10/06/26,08:00,18:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Exhibition-%22S%C4%A9-T%E1%BB%AD-3-Chuy%E1%BB%87n-S%C4%A9-T%E1%BB%AD%22-950-learning-stories-in-the-heritage-space-of-V%C4%83n-Mi%E1%BA%BFu-Qu%E1%BB%91c-T%E1%BB%AD-Gi%C3%A1m,
Triển lãm tương tác “Bức tường An ninh mạng”,"Phố đi bộ Hồ Gươm (phố Đinh Tiên Hoàng, phường Hoàn Kiếm, Hà Nội)",10/07/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/6071-e6071-trien-lam-buc-tuong-an-ninh-mang,
Tổ quốc bình yên,"Phố đi bộ Hồ Gươm, quận Hoàn Kiếm, Hà Nội",10/07/26,00:00,23:59,festival,,https://lehoivietnam.com.vn/vi/su-kien/6072-e6072-to-quoc-binh-yen,
"""Những chiếc cổng"" - Cuộc đối thoại giữa quá khứ và hiện tại",Văn Miếu - Quốc Tử Giám,10/07/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%22Nh%E1%BB%AFng-chi%E1%BA%BFc-c%E1%BB%95ng%22-Cu%E1%BB%99c-%C4%91%E1%BB%91i-tho%E1%BA%A1i-gi%E1%BB%AFa-qu%C3%A1-kh%E1%BB%A9-v%C3%A0-hi%E1%BB%87n-t%E1%BA%A1i,
KHAI MẠC TRIỂN LÃM “QUỐC TỬ GIÁM TRONG NGHỆ THUẬT” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,Văn Miếu - Quốc Tử Giám,10/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CQU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-TRONG-NGH%E1%BB%86-THU%E1%BA%ACT%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
VĂN MIẾU - QUỐC TỬ GIÁM NHỮNG NĂM 1975 QUA NÉT CỌ CỦA HỌA SĨ TRỊNH HỮU NGỌC,Văn Miếu - Quốc Tử Giám,10/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-NH%E1%BB%AENG-N%C4%82M-1975-QUA-N%C3%89T-C%E1%BB%8C-C%E1%BB%A6A-H%E1%BB%8CA-S%C4%A8-TR%E1%BB%8ANH-H%E1%BB%AEU-NG%E1%BB%8CC,
VĂN MIẾU – QUỐC TỬ GIÁM QUA NÉT VẼ CỦA HAI  HỌA SĨ QUỐC TẾ,,10/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-QUA-N%C3%89T-V%E1%BA%BC-C%E1%BB%A6A-HAI-H%E1%BB%8CA-S%C4%A8-QU%E1%BB%90C-T%E1%BA%BE,
“DẤU XƯA VĂN MIẾU – QUỐC TỬ GIÁM QUA NÉT CỌ CỦA CÁC HỌA SĨ PHÁP”,"Tiền Đường, khu Thái Học, Văn Miếu - Quốc Tử Giám",10/07/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%E2%80%9CD%E1%BA%A4U-X%C6%AFA-V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-QUA-N%C3%89T-C%E1%BB%8C-C%E1%BB%A6A-C%C3%81C-H%E1%BB%8CA-S%C4%A8-PH%C3%81P%E2%80%9D,
KHAI MẠC TRIỂN LÃM “NGÀN NĂM DI SẢN” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,"Nhà Tiền Đường, khu Thái Học, di tích Văn Miếu – Quốc Tử Giám",10/08/26,16:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CNG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
Hội chợ triển lãm sản phẩm công nghiệp Hà Nội 2026,"Trung tâm Triển lãm Việt Nam (VEC), huyện Đông Anh, Hà Nội",10/09/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/6203-e6203-hoi-cho-trien-lam-san-pham-cong-nghiep-ha-noi,
"Triển lãm Quốc tế PCCC, CNCH và Thiết bị An ninh (Secutech Vietnam) 2026","Cung Văn hóa Lao động Hữu nghị Việt Xô, Hà Nội",10/09/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/6584-e6584-trien-lam-quoc-te-ve-ky-thuat-phuong-tien-phong-chay-chua-chay-cuu-nan-cuu-ho-va-thiet-bi-an-ninh-an-toan-bao-ve-nam-2026,
PHÁT ĐỘNG CUỘC THI “950 NÉT CHỮ”,Văn Miếu – Quốc Tử Giám,10/09/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/PH%C3%81T-%C4%90%E1%BB%98NG-CU%E1%BB%98C-THI-%E2%80%9C950-N%C3%89T-CH%E1%BB%AE%E2%80%9D,
KHAI MẠC TRIỂN LÃM “NGÀN NĂM DI SẢN” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,"Nhà Tiền Đường, khu Thái Học, di tích Văn Miếu – Quốc Tử Giám",10/09/26,16:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CNG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
Thể Công – Viettel vs Công an Hà Nội,SVĐ Hàng Đẫy,10/09/26,19:15,21:15,football,8000,https://vpf.vn/match/the-cong-viettel-vs-cong-an-ha-noi-4/,
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",11/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
Triển lãm mỹ thuật “Giai điệu Thống nhất” và “Việt Nam quê hương tôi”,"tầng 1, tòa nhà 47 Hàng Dầu, Sở Văn hóa và Thể thao Hà Nội, thành phố Hà Nội",11/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5142-e5142-trien-lam-my-thuat-giai-dieu-thong-nhat,
Triển lãm ảnh tư liệu “Âm vang ngày mới”,"Khu di sản Hoàng thành Thăng Long, số 19 Hoàng Diệu, Ba Đình, Hà Nội",11/05/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5157-e5157-trien-lam-anh-tu-lieu-am-vang-ngay-moi,
"Triển lãm ""Hẹn ước mùa sau""","tại Nhà Triển lãm Mỹ thuật (16 Ngô Quyền, Hà Nội)",11/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5318-e5318-trien-lam-hen-uoc-mua-sau,
"Triển lãm “AS ABOVE, SO BELOW | NHƯ TRÊN, NHƯ DƯỚI”","tại Trung tâm Nghệ thuật đương đại Vincom (VCCA), B1-R3 Vincom Mega Mall Royal City, 72A Nguyễn Trãi, phường Thanh Xuân, Hà Nội.",11/06/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/5509-e5509-trien-lam-as-above-so-below-nhu-tren-nhu-duoi,
"Triển lãm ""Sĩ tử 3 - Chuyện sĩ tử"" - 950 câu chuyện học tập trong không gian di sản Văn Miếu - Quốc Tử Giám",Văn Miếu - Quốc Tử Giám,11/06/26,08:00,18:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/Exhibition-%22S%C4%A9-T%E1%BB%AD-3-Chuy%E1%BB%87n-S%C4%A9-T%E1%BB%AD%22-950-learning-stories-in-the-heritage-space-of-V%C4%83n-Mi%E1%BA%BFu-Qu%E1%BB%91c-T%E1%BB%AD-Gi%C3%A1m,
Triển lãm tương tác “Bức tường An ninh mạng”,"Phố đi bộ Hồ Gươm (phố Đinh Tiên Hoàng, phường Hoàn Kiếm, Hà Nội)",11/07/26,00:00,23:59,exhibition,,https://lehoivietnam.com.vn/vi/su-kien/6071-e6071-trien-lam-buc-tuong-an-ninh-mang,
Tổ quốc bình yên,"Phố đi bộ Hồ Gươm, quận Hoàn Kiếm, Hà Nội",11/07/26,00:00,23:59,festival,,https://lehoivietnam.com.vn/vi/su-kien/6072-e6072-to-quoc-binh-yen,
"""Những chiếc cổng"" - Cuộc đối thoại giữa quá khứ và hiện tại",Văn Miếu - Quốc Tử Giám,11/07/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%22Nh%E1%BB%AFng-chi%E1%BA%BFc-c%E1%BB%95ng%22-Cu%E1%BB%99c-%C4%91%E1%BB%91i-tho%E1%BA%A1i-gi%E1%BB%AFa-qu%C3%A1-kh%E1%BB%A9-v%C3%A0-hi%E1%BB%87n-t%E1%BA%A1i,
KHAI MẠC TRIỂN LÃM “QUỐC TỬ GIÁM TRONG NGHỆ THUẬT” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,Văn Miếu - Quốc Tử Giám,11/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CQU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-TRONG-NGH%E1%BB%86-THU%E1%BA%ACT%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
VĂN MIẾU - QUỐC TỬ GIÁM NHỮNG NĂM 1975 QUA NÉT CỌ CỦA HỌA SĨ TRỊNH HỮU NGỌC,Văn Miếu - Quốc Tử Giám,11/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-NH%E1%BB%AENG-N%C4%82M-1975-QUA-N%C3%89T-C%E1%BB%8C-C%E1%BB%A6A-H%E1%BB%8CA-S%C4%A8-TR%E1%BB%8ANH-H%E1%BB%AEU-NG%E1%BB%8CC,
VĂN MIẾU – QUỐC TỬ GIÁM QUA NÉT VẼ CỦA HAI  HỌA SĨ QUỐC TẾ,,11/07/26,09:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-QUA-N%C3%89T-V%E1%BA%BC-C%E1%BB%A6A-HAI-H%E1%BB%8CA-S%C4%A8-QU%E1%BB%90C-T%E1%BA%BE,
“DẤU XƯA VĂN MIẾU – QUỐC TỬ GIÁM QUA NÉT CỌ CỦA CÁC HỌA SĨ PHÁP”,"Tiền Đường, khu Thái Học, Văn Miếu - Quốc Tử Giám",11/07/26,09:00,09:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ended-events/%E2%80%9CD%E1%BA%A4U-X%C6%AFA-V%C4%82N-MI%E1%BA%BEU-%E2%80%93-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M-QUA-N%C3%89T-C%E1%BB%8C-C%E1%BB%A6A-C%C3%81C-H%E1%BB%8CA-S%C4%A8-PH%C3%81P%E2%80%9D,
LIVESHOW SECRET GARDEN - HÀ NHI,Cung Văn hóa Lao động Hữu nghị Việt - Xô,11/07/26,20:00,23:00,concert,,https://ticketbox.vn/secret-garden-ha-nhi-25892,
KHAI MẠC TRIỂN LÃM “NGÀN NĂM DI SẢN” TẠI VĂN MIẾU - QUỐC TỬ GIÁM,"Nhà Tiền Đường, khu Thái Học, di tích Văn Miếu – Quốc Tử Giám",11/08/26,16:00,17:00,cultural_event,,https://vanmieu.gov.vn/vi/events/event-calendar/ongoing-events/KHAI-M%E1%BA%A0C-TRI%E1%BB%82N-L%C3%83M-%E2%80%9CNG%C3%80N-N%C4%82M-DI-S%E1%BA%A2N%E2%80%9D-T%E1%BA%A0I-V%C4%82N-MI%E1%BA%BEU-QU%E1%BB%90C-T%E1%BB%AC-GI%C3%81M,
